Id,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,SalePrice,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Mod,Land Slope_Sev,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Paved Drive_P,Paved Drive_Y,Total square ft,Total baths,Has Central Air,Has Garage,Has Fence,Age
2081,905475270,20,60.0,5400,5,5,1958,0.0,3,3,3,3,3,864,0,0,864,3,1,3,6,0,0,1.0,399.0,3,3,0,0,0,0,0,0,0,0,118000,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,864,1,1,1,0,63
2774,907175030,20,70.0,9100,7,5,2000,244.0,4,3,4,3,5,1525,0,0,1525,3,1,4,6,0,0,2.0,541.0,3,3,219,36,0,0,0,0,0,0,235000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1780,2,1,1,0,21
2573,535151130,90,70.0,7728,5,6,1962,120.0,3,3,3,3,3,1190,0,0,1190,3,1,3,6,0,0,2.0,540.0,3,3,0,18,0,0,0,0,0,0,132500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1208,1,1,1,1,59
1793,528445070,60,75.0,8778,8,5,2006,0.0,4,3,4,3,5,1302,528,0,1830,3,1,4,7,0,0,3.0,859.0,3,3,0,40,0,0,0,0,0,0,221300,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1870,3,1,1,0,15
882,907414020,20,63.0,8487,7,5,2004,210.0,4,3,4,3,5,1500,0,0,1500,3,1,4,6,0,0,2.0,570.0,3,3,192,36,0,0,0,0,0,0,190000,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1728,2,1,1,0,17
2791,907252050,60,0.0,9930,7,5,2002,199.0,4,3,4,3,5,878,884,0,1762,3,1,4,6,0,0,2.0,591.0,3,3,320,54,0,0,0,0,0,0,222000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2136,3,1,1,0,19
297,909428280,20,100.0,17500,7,8,2002,0.0,4,4,4,3,3,1902,0,0,1902,3,1,5,7,2,3,2.0,567.0,3,3,0,207,162,0,0,0,0,0,335000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2109,2,1,1,0,62
509,528431070,20,78.0,10206,8,5,2008,294.0,4,3,4,3,5,1658,0,0,1658,3,1,4,7,1,4,3.0,726.0,3,3,144,44,0,0,0,0,0,0,257500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1846,3,1,1,0,13
1115,528429080,20,75.0,14587,9,5,2008,284.0,4,3,4,3,5,1506,0,0,1506,2,1,5,6,1,4,2.0,592.0,3,3,0,174,0,0,0,0,0,0,264132,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1680,2,1,1,0,13
773,905105190,20,65.0,7800,5,7,2004,89.0,3,3,3,3,5,899,0,0,899,3,1,4,5,0,0,1.0,288.0,3,3,64,0,0,0,0,0,0,0,130000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,963,1,1,1,1,54
732,903202170,70,50.0,4960,5,7,1982,0.0,3,3,3,3,5,1001,653,0,1654,3,1,3,7,1,4,1.0,336.0,3,3,244,60,0,0,0,0,0,0,137000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1958,2,1,1,0,91
1552,910206110,30,60.0,7392,5,7,1995,0.0,3,3,3,3,3,912,0,0,912,2,1,3,5,0,0,1.0,360.0,3,3,0,90,0,0,0,0,0,0,99500,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1002,1,1,1,0,91
226,905107110,90,0.0,7424,5,5,1978,0.0,3,3,4,3,3,1373,0,0,1373,3,1,3,5,2,3,2.0,591.0,3,3,0,0,0,0,0,0,0,0,160250,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1373,1,1,1,0,43
2830,908188120,160,24.0,2522,7,5,2004,50.0,4,3,4,3,5,970,739,0,1709,3,1,4,7,0,0,2.0,380.0,3,3,0,40,0,0,0,0,0,0,130000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1749,2,1,1,0,17
2238,910202030,30,46.0,3672,5,7,1950,0.0,3,3,3,3,5,816,0,0,816,2,1,3,5,0,0,1.0,100.0,2,2,0,0,96,0,0,0,0,0,75200,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,816,1,1,1,0,99
982,923252075,80,62.0,7706,6,5,1996,0.0,3,4,4,3,5,1091,0,0,1091,2,1,3,5,0,0,1.0,429.0,3,3,280,0,0,0,0,0,0,700,131250,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1371,1,1,1,0,28
1265,535426350,20,0.0,12929,6,6,1993,276.0,3,3,3,3,3,1081,0,0,1081,3,1,3,5,0,0,1.0,401.0,3,3,36,82,0,0,0,0,0,0,148000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1199,1,1,1,0,61
559,532376070,20,0.0,9316,5,5,1965,0.0,3,3,3,3,4,1020,0,0,1020,3,1,3,5,0,0,1.0,288.0,3,3,171,0,0,0,0,0,0,0,124100,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1191,2,1,1,1,56
1203,534252090,85,0.0,12122,7,9,2007,210.0,5,3,3,3,4,999,0,0,999,3,1,5,6,0,0,2.0,588.0,3,3,144,76,0,0,0,0,0,0,178400,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1219,1,1,1,0,60
2083,905476160,90,42.0,7711,4,3,1977,0.0,3,3,4,3,3,1440,0,0,1440,4,2,3,8,0,0,0.0,0.0,0,0,321,0,0,0,0,0,0,0,150000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1761,2,1,0,0,44
2130,907187060,60,43.0,12352,7,5,1999,290.0,4,3,4,3,5,853,900,0,1753,3,1,3,7,1,2,2.0,534.0,3,3,0,74,0,0,0,0,0,0,217000,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1827,3,1,1,0,23
2455,528429060,60,75.0,12447,8,5,2006,192.0,4,3,4,4,5,1116,848,0,1964,3,1,4,8,1,4,2.0,760.0,3,3,200,70,0,0,0,0,0,0,252000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2234,3,1,1,0,16
535,531363030,20,63.0,7500,7,5,2006,0.0,4,3,4,4,5,1141,0,0,1141,3,1,4,6,0,0,2.0,484.0,3,3,182,0,0,0,0,0,0,0,152000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1323,2,1,1,0,15
2019,903233140,45,51.0,6120,7,8,2001,0.0,3,3,3,3,5,854,0,0,854,2,1,3,5,0,0,2.0,576.0,3,3,48,112,0,0,0,0,0,0,132000,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1014,1,1,1,1,92
2655,902206090,50,56.0,9576,6,7,1950,0.0,3,3,2,3,3,885,297,0,1182,3,1,3,5,0,0,1.0,378.0,2,3,0,0,0,0,0,0,0,0,120000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1182,2,1,1,1,76
2391,528120140,60,82.0,9942,9,5,2006,385.0,5,3,5,4,5,1625,466,0,2091,3,1,5,8,1,4,2.0,521.0,3,3,194,84,0,0,0,0,0,0,338500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2369,3,1,1,0,16
154,535325400,30,65.0,7898,4,7,1994,0.0,3,3,3,3,4,985,0,0,985,2,1,3,4,0,0,2.0,676.0,3,3,0,0,0,0,0,0,0,0,105000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,985,1,1,1,0,101
999,527107210,60,57.0,21872,7,5,1997,0.0,3,3,4,3,5,729,717,0,1446,3,1,3,6,1,3,2.0,406.0,3,3,264,22,0,0,0,0,0,0,175000,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1732,3,1,1,0,25
1400,905352030,60,83.0,10005,7,5,1977,299.0,3,3,4,3,5,1156,866,0,2022,4,1,3,8,1,3,2.0,505.0,3,3,288,117,0,0,0,0,0,0,192000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2427,3,1,1,0,44
2807,907401080,60,41.0,12393,7,5,2005,0.0,4,3,4,3,5,847,1101,0,1948,4,1,4,8,1,4,2.0,434.0,3,3,100,48,0,0,0,0,0,0,195000,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2096,3,1,1,0,17
516,528456220,60,75.0,9000,8,5,2008,0.0,4,3,4,3,5,786,804,0,1590,3,1,4,6,0,0,2.0,676.0,3,3,0,30,0,0,0,0,0,0,210000,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1620,3,1,1,0,13
1753,528250070,60,63.0,7875,7,5,2003,16.0,4,3,4,3,5,847,1101,0,1948,4,1,4,8,1,4,2.0,434.0,3,3,0,48,0,0,0,0,0,0,211000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1996,3,1,1,0,18
734,903226130,50,50.0,6000,4,6,1950,0.0,3,3,3,3,3,757,567,0,1324,3,1,3,6,0,0,1.0,240.0,3,3,0,0,0,0,0,0,0,0,128000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1324,1,1,1,0,85
1209,534400060,20,100.0,10175,6,5,1964,272.0,3,3,3,3,4,1425,0,0,1425,3,1,3,7,1,4,2.0,576.0,3,3,0,0,0,407,0,0,0,0,180500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1425,2,1,1,0,57
1994,902302150,190,85.0,13600,5,5,1950,0.0,3,3,3,3,3,1422,915,0,2337,5,2,3,10,0,0,2.0,560.0,3,3,0,57,0,0,0,0,0,0,90000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2394,2,0,1,0,121
1901,534431020,45,85.0,12172,5,7,1996,0.0,3,3,3,3,3,908,0,0,908,2,1,3,4,0,0,2.0,512.0,3,3,284,24,0,0,192,0,0,0,138500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1216,1,1,1,1,81
2413,528218080,60,65.0,10237,7,5,2006,0.0,4,3,4,3,5,738,754,0,1492,3,1,4,8,0,0,2.0,440.0,3,3,0,32,0,0,0,0,0,0,169985,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1524,3,1,1,0,15
2630,535457070,20,70.0,7000,5,4,1961,0.0,3,3,3,3,3,1150,0,0,1150,3,1,3,6,0,0,1.0,288.0,3,3,0,0,0,0,162,0,0,0,146000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1150,1,1,1,0,60
1428,906420130,60,59.0,11228,7,5,1993,0.0,4,3,4,3,5,1080,1017,0,2097,3,1,4,9,1,3,3.0,678.0,3,3,196,187,0,0,0,0,0,0,228000,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2480,3,1,1,0,28
1271,535453020,20,80.0,8000,5,6,1959,0.0,3,3,3,3,4,1256,0,0,1256,3,1,4,6,0,0,1.0,311.0,3,3,0,240,0,0,0,0,0,0,159000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1496,2,1,1,0,62
2464,528480070,60,84.0,10728,8,5,2006,0.0,4,3,4,3,4,1095,844,0,1939,3,1,4,8,1,4,3.0,1053.0,3,3,192,51,0,0,0,0,0,0,266000,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2182,3,1,1,0,15
2653,902204120,50,50.0,6000,5,7,1950,145.0,3,4,3,3,5,816,750,0,1566,5,1,4,7,0,0,2.0,450.0,3,3,24,0,296,0,0,0,0,0,139000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1590,2,1,1,1,97
1505,908225170,190,56.0,6931,4,5,1955,0.0,3,3,3,3,3,784,0,0,784,2,1,3,4,0,0,0.0,0.0,0,0,112,0,0,0,0,0,0,0,91900,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,896,1,0,0,0,66
2110,906382060,20,73.0,8760,8,5,2006,132.0,4,3,4,3,5,1500,0,0,1500,3,1,4,7,1,4,2.0,674.0,3,3,144,38,0,0,0,0,0,0,212999,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1682,2,1,1,0,15
2386,528116030,20,98.0,16033,9,5,2005,378.0,4,3,5,3,5,1850,0,0,1850,3,1,4,8,1,4,3.0,772.0,3,3,519,112,0,0,0,0,0,0,326000,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2481,2,1,1,0,17
1086,528235020,60,80.0,9024,6,5,2004,0.0,4,3,4,3,5,813,702,0,1515,3,1,4,8,1,4,2.0,393.0,3,3,0,75,0,0,0,0,0,0,179000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1590,3,1,1,0,17
1574,916380060,20,74.0,11563,8,5,2007,258.0,4,3,5,3,5,1537,0,0,1537,3,1,4,8,0,0,3.0,788.0,3,3,0,26,0,0,0,0,0,0,294000,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1563,2,1,1,0,15
406,527451540,160,21.0,1680,6,6,1972,425.0,3,3,3,3,3,483,504,0,987,2,1,3,5,0,0,1.0,288.0,3,3,0,0,0,0,0,0,0,0,97000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,987,2,1,1,0,49
2757,906382050,60,73.0,8760,7,5,2006,0.0,4,3,4,4,5,1391,571,0,1962,3,1,4,7,0,0,3.0,868.0,3,3,0,90,0,0,0,0,0,0,239799,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2052,3,1,1,0,15
2559,534455080,20,80.0,9600,5,6,1990,0.0,3,3,3,3,3,1433,0,0,1433,3,1,3,7,1,4,2.0,441.0,3,3,144,0,205,0,0,0,0,0,161000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1577,1,1,1,0,60
1469,907290150,120,37.0,4435,6,5,2003,170.0,4,3,4,3,5,848,0,0,848,1,1,4,3,0,0,2.0,420.0,3,3,140,0,0,0,0,0,0,0,136500,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,988,1,1,1,0,18
407,527451640,160,21.0,1680,6,8,2007,510.0,3,3,3,3,4,483,504,0,987,2,1,4,5,0,0,1.0,264.0,3,3,250,0,0,0,0,0,0,0,118000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1237,2,1,1,0,49
2300,923252080,20,69.0,7599,4,6,2006,0.0,3,3,3,3,3,845,0,0,845,2,1,3,4,0,0,2.0,360.0,3,3,0,0,0,0,0,0,0,0,129500,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,845,1,1,1,0,39
731,903201080,50,55.0,7264,7,7,2007,0.0,4,4,3,3,4,952,596,0,1548,3,1,5,5,0,0,2.0,672.0,3,3,74,0,0,0,144,0,0,0,205000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1622,3,0,1,0,96
2230,909475070,20,0.0,32668,6,3,1975,0.0,4,3,3,3,3,2515,0,0,2515,4,2,3,9,2,3,2.0,484.0,3,3,0,0,200,0,0,0,0,0,200624,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2515,3,1,1,0,64
1688,528102120,20,91.0,11825,8,5,2007,302.0,4,3,5,3,5,1694,0,0,1694,3,1,4,7,1,4,3.0,856.0,3,3,0,112,0,0,0,0,0,0,322400,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1806,2,1,1,0,15
880,907410130,20,85.0,10200,8,5,2007,180.0,4,3,4,3,5,1602,0,0,1602,3,1,4,7,1,4,3.0,810.0,3,3,0,48,0,0,195,0,0,0,293200,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1650,2,1,1,0,14
1074,528186080,120,63.0,8849,9,5,2005,616.0,5,3,5,3,5,1684,0,0,1684,2,1,5,6,1,5,2.0,564.0,3,3,495,72,0,0,0,0,0,0,266000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2251,2,1,1,0,16
771,905103040,60,70.0,11184,6,5,1978,92.0,3,3,3,3,4,918,765,0,1683,3,1,3,7,1,3,2.0,440.0,3,3,243,0,0,0,0,0,0,0,172500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1926,3,1,1,0,43
724,902405100,50,98.0,8820,5,6,1996,0.0,3,3,3,3,3,1188,561,120,1869,2,1,3,7,0,0,2.0,456.0,3,3,48,0,244,0,0,0,0,0,124900,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1917,1,1,1,1,131
730,903201020,30,0.0,6615,6,6,1950,0.0,3,3,3,3,3,1432,0,0,1432,3,1,4,6,1,4,1.0,216.0,2,3,266,61,0,0,0,0,0,0,149000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1759,1,0,1,1,98
273,907414030,20,65.0,8773,7,5,2004,98.0,4,3,4,3,5,1414,0,0,1414,3,1,4,6,0,0,2.0,494.0,3,3,132,105,0,0,0,0,0,0,185500,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1651,2,1,1,0,17
2793,907255010,20,0.0,11088,8,5,2002,0.0,4,3,4,3,5,1358,0,0,1358,1,1,4,5,1,3,2.0,418.0,3,3,68,166,0,0,0,0,0,0,220000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1592,2,1,1,0,19
1789,528439050,20,76.0,9158,8,5,2007,140.0,4,3,4,3,5,1496,0,0,1496,3,1,4,7,0,0,2.0,474.0,3,3,168,130,0,0,0,0,0,0,225000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1794,2,1,1,0,14
1900,534430090,20,57.0,8280,6,5,1950,0.0,3,3,3,3,5,932,0,0,932,2,1,4,4,1,4,1.0,306.0,3,3,0,0,214,0,0,0,0,0,124000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,932,1,1,1,1,71
677,535450160,90,60.0,8544,3,4,1950,0.0,3,3,0,0,2,1040,0,0,1040,2,2,3,6,0,0,2.0,400.0,3,3,0,0,0,0,0,0,0,0,92900,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1040,2,0,1,0,71
747,903236040,30,50.0,8635,5,5,1950,0.0,3,2,3,3,3,1072,0,0,1072,2,1,3,5,0,0,5.0,1184.0,2,3,0,0,105,0,0,0,0,0,126500,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1072,1,1,1,0,96
1038,527425035,20,0.0,12735,4,5,1972,0.0,3,3,3,3,3,864,0,0,864,3,1,3,5,0,0,2.0,576.0,3,3,216,0,0,0,0,0,0,0,111250,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1080,1,1,1,1,49
1763,528326060,60,0.0,11000,8,5,2000,72.0,4,3,4,3,5,997,1288,0,2285,4,1,4,8,1,3,3.0,648.0,3,3,0,56,0,0,0,0,0,0,248000,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2341,3,1,1,0,21
1283,535477090,20,69.0,7590,5,5,1963,0.0,3,3,3,3,5,1117,0,0,1117,3,1,3,6,0,0,1.0,264.0,3,3,0,0,0,0,0,0,0,0,136870,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1117,1,1,1,0,58
2803,907290160,120,37.0,4435,6,5,2003,170.0,4,3,4,3,5,848,0,0,848,1,1,4,4,0,0,2.0,420.0,3,3,140,0,0,0,0,0,0,0,133000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,988,1,1,1,0,18
1927,535180030,20,72.0,10152,5,5,1956,120.0,3,3,3,3,3,1048,0,0,1048,3,1,3,6,0,0,1.0,286.0,3,3,0,20,0,0,192,0,0,0,135000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1068,1,1,1,0,65
1036,527402130,20,68.0,10295,4,6,1969,72.0,3,3,4,3,3,936,0,0,936,2,1,3,4,0,0,1.0,288.0,3,3,16,0,0,0,0,0,0,0,111900,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,952,1,1,1,0,52
1237,535151160,20,70.0,7763,5,7,1980,0.0,3,4,3,3,3,1283,0,0,1283,3,1,3,6,0,0,2.0,506.0,3,3,0,0,0,0,0,0,0,0,140000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1283,1,1,1,0,59
1375,904101170,50,80.0,17120,4,4,1959,0.0,3,3,0,0,3,1120,468,0,1588,4,1,3,7,1,4,2.0,680.0,3,3,0,59,0,0,0,0,0,0,134432,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1647,2,1,1,0,62
1643,527256040,20,81.0,13870,10,5,2007,250.0,5,3,5,3,5,2042,0,0,2042,3,1,5,8,1,4,3.0,724.0,3,3,240,52,0,0,174,0,0,0,455000,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2334,2,1,1,0,15
2453,528365090,60,92.0,10120,8,5,1994,391.0,4,3,4,3,5,1203,1323,0,2526,4,1,4,8,1,3,3.0,844.0,3,3,309,78,0,0,0,0,0,0,290000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2913,3,1,1,0,27
2129,907187040,60,47.0,10820,7,5,1999,0.0,4,3,4,3,5,988,885,0,1873,3,1,4,7,1,3,2.0,597.0,3,3,202,123,0,0,0,0,0,0,235500,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2198,3,1,1,0,22
2640,902104020,50,60.0,9600,6,8,2004,0.0,3,3,3,3,5,940,476,0,1416,3,1,4,7,0,0,2.0,400.0,3,3,0,24,0,0,0,0,0,0,156500,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1440,1,1,1,0,121
2437,528275060,60,0.0,8121,6,5,2000,0.0,3,3,4,3,5,953,711,0,1664,3,1,3,7,1,3,2.0,460.0,3,3,100,40,0,0,0,0,0,0,172400,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1804,3,1,1,0,21
1123,528462040,20,95.0,11639,7,5,2008,0.0,4,3,4,3,5,1428,0,0,1428,3,1,4,6,0,0,2.0,480.0,3,3,0,120,0,0,0,0,0,0,182000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1548,2,1,1,0,14
2398,528150080,20,121.0,13758,9,5,2006,430.0,5,3,5,3,5,1792,0,0,1792,2,1,4,6,1,4,3.0,925.0,3,3,204,49,0,0,0,0,0,0,372397,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2045,2,1,1,0,16
1420,906204280,60,0.0,9771,6,5,2002,190.0,4,3,4,3,5,1093,1721,0,2814,4,1,4,9,1,3,2.0,614.0,3,3,48,32,0,0,216,0,0,0,260000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2894,3,1,1,1,26
2693,903454020,30,50.0,9000,5,4,1950,0.0,3,3,3,3,5,819,0,0,819,2,1,4,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,72000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,819,1,0,0,0,102
1370,903481100,190,60.0,10320,3,3,1950,0.0,2,2,3,2,5,808,536,0,1344,3,2,3,8,0,0,0.0,0.0,0,0,42,0,204,0,0,0,0,0,82375,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1386,2,0,0,0,106
392,527378140,80,0.0,10448,6,6,1972,333.0,3,3,3,3,3,1378,741,0,2119,3,1,3,7,1,3,2.0,583.0,3,3,0,104,0,0,0,0,0,0,158000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2223,3,1,1,1,49
1351,903236010,50,50.0,8635,5,5,2001,0.0,3,3,3,3,3,1072,213,0,1285,2,1,3,6,0,0,1.0,240.0,3,3,0,0,0,0,0,0,0,0,127000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1285,1,1,1,1,73
246,906201120,20,83.0,11980,7,5,1987,177.0,4,3,4,3,5,1433,0,0,1433,1,1,4,4,2,3,2.0,528.0,4,4,0,278,0,0,266,0,0,0,270000,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1711,2,1,1,1,34
802,906201130,50,79.0,12327,8,8,2009,0.0,4,3,4,3,5,1496,636,0,2132,1,1,4,5,1,4,2.0,612.0,4,3,349,40,0,0,0,0,0,0,316600,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2521,2,1,1,0,38
1404,905402090,80,124.0,11512,6,7,2006,84.0,3,3,3,3,4,1357,0,0,1357,2,1,5,5,1,4,1.0,312.0,3,3,0,0,0,0,163,0,0,0,177000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1357,1,1,1,1,62
803,906203120,20,90.0,14684,7,7,1991,234.0,4,3,4,3,4,2196,0,0,2196,3,1,4,7,1,3,3.0,701.0,3,3,84,70,0,0,0,0,0,0,271900,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2350,2,1,1,0,31
1595,923225150,160,0.0,2665,5,6,1976,0.0,3,3,4,3,3,616,688,0,1304,3,1,3,4,1,4,1.0,336.0,3,3,141,24,0,0,0,0,0,0,115000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1469,2,1,1,0,45
